観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの7月の1位の値(mm),昨日までの7月の1位の値の品質情報,昨日までの7月の1位の値の年,昨日までの7月の1位の値の月,昨日までの7月の1位の値の日,統計開始年
84266,長崎県,佐世保（サセボ）,47812,2020,07,08,11,00,430.5,8,430.5,4,11,00,8,7,0,445.0,8,2020,06,27,430,8,1990,07,02,1976
84341,長崎県,有川（アリカワ）,,2020,07,08,11,00,342.0,8,342.0,4,11,00,8,,,491,8,1985,06,28,397.5,8,2019,07,21,1977
84356,長崎県,大瀬戸（オオセト）,,2020,07,08,11,00,359.5,8,359.5,4,11,00,8,7,0,361,8,1985,06,28,327,8,1987,07,20,1976
84361,長崎県,長浦岳（ナガウラダケ）,,2020,07,08,11,00,593.5,8,593.5,4,11,00,8,13,0,515,8,1982,07,26,515,8,1982,07,26,1976
84371,長崎県,大村（オオムラ）,,2020,07,08,11,00,531.0,8,531.0,4,11,00,8,13,0,433,8,1985,06,29,415,8,1997,07,11,1976
84441,長崎県,諫早（イサハヤ）,,2020,07,08,11,00,461.5,8,461.5,4,11,00,8,,,506,8,1997,07,11,506,8,1997,07,11,1976
84496,長崎県,長崎（ナガサキ）,47817,2020,07,08,11,00,347.0,8,347.0,4,11,00,8,,,575,8,1982,07,26,575,8,1982,07,26,1976
84519,長崎県,雲仙岳（ウンゼンダケ）,47818,2020,07,08,11,00,439.0,8,439.0,4,11,00,8,,,529,8,2006,07,24,529,8,2006,07,24,2002
84523,長崎県,島原（シマバラ）,,2020,07,08,11,00,302.0,8,302.0,4,11,00,8,,,387,8,2006,07,24,387,8,2006,07,24,2006
84536,長崎県,福江（フクエ）,47843,2020,07,08,11,00,237.0,8,237.5,4,01,50,8,,,591,8,1987,07,20,591,8,1987,07,20,1976
84537,長崎県,上大津（カミオオヅ）,,2020,07,08,11,00,247.0,8,247.0,4,11,00,8,,,401,8,2005,09,12,376.0,8,2019,07,21,2003
84561,長崎県,口之津（クチノツ）,,2020,07,08,11,00,196.0,8,196.0,4,11,00,8,,,482,4,1982,07,26,482,4,1982,07,26,1976
84596,長崎県,野母崎（ノモザキ）,,2020,07,08,11,00,213.5,8,213.5,4,11,00,8,,,319.0,8,2012,06,24,319,8,1997,07,11,1991
85033,佐賀県,唐津（カラツ）,,2020,07,08,11,00,345.5,8,345.5,4,11,00,8,,,494.0,8,2019,08,29,362.5,8,2010,07,14,2010
85046,佐賀県,北山（ホクザン）,,2020,07,08,11,00,428.5,8,428.5,4,11,00,8,,,675.5,8,2018,07,06,675.5,8,2018,07,06,2010
85106,佐賀県,鳥栖（トス）,,2020,07,08,11,00,504.0,8,504.0,4,11,00,8,13,0,449.5,8,2018,07,06,449.5,8,2018,07,06,2010
85116,佐賀県,伊万里（イマリ）,,2020,07,08,11,00,417.0,8,417.0,4,11,00,8,,,531.5,8,2018,07,06,531.5,8,2018,07,06,1976
85131,佐賀県,大町（オオマチ）,,2020,07,08,11,00,315.0,4,315.0,4,11,00,8,13,1,243.5,8,2020,06,27,,,,,,2019
85142,佐賀県,佐賀（サガ）,47813,2020,07,08,11,00,431.5,8,431.5,4,11,00,8,7,0,461.0,8,2019,08,28,373,8,1990,07,03,1976
85161,佐賀県,嬉野（ウレシノ）,,2020,07,08,11,00,442.5,8,442.5,4,11,00,8,,,557,8,1980,08,31,489,8,1990,07,02,1977
85166,佐賀県,白石（シロイシ）,,2020,07,08,11,00,366.5,8,366.5,4,11,00,8,,,455,8,1985,06,28,419,8,1990,07,03,1976
85176,佐賀県,川副（カワソエ）,,2020,07,08,11,00,477.5,8,477.5,4,11,00,8,13,0,373.0,8,2012,07,14,373.0,8,2012,07,14,2003
86006,熊本県,鹿北（カホク）,,2020,07,08,11,00,690.0,8,690.5,4,07,00,8,13,0,668,4,1979,06,29,494,8,1990,07,03,1976
86066,熊本県,南小国（ミナミオグニ）,,2020,07,08,11,00,559.5,8,559.5,4,11,00,8,13,0,494,8,2005,07,11,494,8,2005,07,11,1976
86086,熊本県,岱明（タイメイ）,,2020,07,08,11,00,429.5,8,429.5,4,11,00,8,,,519,8,1980,08,31,466,8,1997,07,11,1976
86101,熊本県,菊池（キクチ）,,2020,07,08,11,00,438.0,8,438.5,4,04,20,8,,,582,8,1997,07,11,582,8,1997,07,11,1976
86111,熊本県,阿蘇乙姫（アソオトヒメ）,,2020,07,08,11,00,465.0,8,465.5,4,04,30,8,,,813.5,8,2012,07,14,813.5,8,2012,07,14,1978
86141,熊本県,熊本（クマモト）,47819,2020,07,08,11,00,270.0,8,270.0,4,11,00,8,,,566,8,1997,07,10,566,8,1997,07,10,1976
86146,熊本県,益城（マシキ）,,2020,07,08,11,00,319.0,8,319.0,4,11,00,8,,,477.0,8,2011,06,13,421,8,2006,07,22,1976
86157,熊本県,南阿蘇（ミナミアソ）,,2020,07,08,11,00,536.0,8,536.0,4,11,00,8,13,1,372.5,8,2016,06,23,367.5,8,2019,07,02,2015
86161,熊本県,高森（タカモリ）,,2020,07,08,11,00,238.5,8,238.5,4,11,00,8,,,495,8,1995,07,05,495,8,1995,07,05,1976
86181,熊本県,宇土（ウト）,,2020,07,08,11,00,243.0,8,243.5,4,04,10,8,,,345.5,8,2017,07,07,345.5,8,2017,07,07,2006
86197,熊本県,山都（ヤマト）,,2020,07,08,11,00,271.5,8,271.5,4,11,00,8,,,491.0,8,2011,06,13,406.0,8,2017,07,07,2010
86216,熊本県,三角（ミスミ）,,2020,07,08,11,00,193.0,8,193.5,4,07,40,8,,,529,8,1997,07,10,529,8,1997,07,10,1976
86236,熊本県,甲佐（コウサ）,,2020,07,08,11,00,234.5,8,235.0,4,08,10,8,,,537,8,1995,07,06,537,8,1995,07,06,1976
86271,熊本県,松島（マツシマ）,,2020,07,08,11,00,221.0,8,221.0,4,11,00,8,,,501,8,1997,07,10,501,8,1997,07,10,1976
86316,熊本県,本渡（ホンド）,,2020,07,08,11,00,181.5,8,181.5,4,11,00,8,,,490,8,1997,07,10,490,8,1997,07,10,1976
86336,熊本県,八代（ヤツシロ）,,2020,07,08,11,00,136.5,8,136.5,4,11,00,8,,,489,8,1982,07,26,489,8,1982,07,26,1976
86396,熊本県,田浦（タノウラ）,,2020,07,08,11,00,166.5,8,166.5,4,11,00,8,,,517.5,4,2020,07,06,517.5,4,2020,07,06,1976
86407,熊本県,山江（ヤマエ）,,2020,07,08,11,00,48.0,4,48.0,4,11,00,8,,,721,8,2006,07,23,721,8,2006,07,23,1990
86411,熊本県,五木（イツキ）,,2020,07,08,11,00,81.5,4,81.5,4,11,00,8,,,490.5,8,2018,07,08,490.5,8,2018,07,08,2012
86451,熊本県,水俣（ミナマタ）,,2020,07,08,11,00,279.0,8,279.0,4,11,00,8,,,815,8,2006,07,23,815,8,2006,07,23,1976
86461,熊本県,一勝地（イッショウチ）,,2020,07,08,11,00,,1,,1,,,,,,787,8,2006,07,23,787,8,2006,07,23,2006
86467,熊本県,人吉（ヒトヨシ）,47824,2020,07,08,11,00,339.5,8,340.0,4,08,40,8,,,661,8,2006,07,23,661,8,2006,07,23,1976
86477,熊本県,上（ウエ）,,2020,07,08,11,00,402.5,4,402.5,4,11,00,8,,,660.0,4,2020,07,06,660.0,4,2020,07,06,1977
86478,熊本県,多良木（タラギ）,,2020,07,08,11,00,177.0,4,177.0,4,11,00,8,,,454,4,2006,07,22,454,4,2006,07,22,2006
86481,熊本県,湯前横谷（ユノマエヨコタニ）,,2020,07,08,11,00,120.0,4,120.0,4,11,00,8,,,685,8,1979,06,29,681,8,2006,07,23,1976
86491,熊本県,牛深（ウシブカ）,47838,2020,07,08,11,00,178.0,8,178.5,4,08,50,8,,,562.5,4,2020,07,06,562.5,4,2020,07,06,1976
87041,宮崎県,高千穂（タカチホ）,,2020,07,08,11,00,100.0,8,100.0,4,11,00,8,,,556,8,2005,09,07,525,8,1993,07,29,1976
87066,宮崎県,古江（フルエ）,,2020,07,08,11,00,78.0,8,78.5,4,04,10,8,,,500,8,1990,10,08,383,8,1993,07,29,1977
87071,宮崎県,鞍岡（クラオカ）,,2020,07,08,11,00,117.5,8,117.5,4,11,00,8,,,753,8,2005,09,07,382,8,2007,07,09,1979
87086,宮崎県,日之影（ヒノカゲ）,,2020,07,08,11,00,81.5,8,82.0,4,04,00,8,,,364.0,8,2011,09,18,280.5,8,2018,07,03,2010
87127,宮崎県,諸塚（モロツカ）,,2020,07,08,11,00,162.5,8,162.5,4,11,00,8,,,1000,8,2005,09,06,522,8,1993,07,30,1979
87136,宮崎県,北方（キタカタ）,,2020,07,08,11,00,114.0,8,114.0,4,11,00,8,,,632,4,2005,09,06,530,8,2007,07,15,1987
87141,宮崎県,延岡（ノベオカ）,47822,2020,07,08,11,00,109.0,8,109.5,4,04,20,8,,,514,8,2005,09,06,501,8,2007,07,15,1976
87157,宮崎県,椎葉（シイバ）,,2020,07,08,11,00,282.0,8,282.0,4,11,00,8,,,437.0,4,2020,07,06,437.0,4,2020,07,06,2011
87181,宮崎県,日向（ヒュウガ）,,2020,07,08,11,00,112.5,8,113.0,4,10,30,8,,,677,8,2005,09,06,541,8,2007,07,15,1976
87206,宮崎県,神門（ミカド）,,2020,07,08,11,00,220.0,8,220.0,4,11,00,8,,,1322,8,2005,09,06,622,8,1999,07,28,1979
87231,宮崎県,西米良（ニシメラ）,,2020,07,08,11,00,356.5,8,357.0,4,10,30,8,,,755,8,2005,09,07,606.0,4,2020,07,06,1979
87251,宮崎県,都農（ツノ）,,2020,07,08,11,00,151.5,8,151.5,4,11,00,8,,,460.0,8,2016,09,20,377.5,4,2020,07,06,2010
87293,宮崎県,高鍋（タカナベ）,,2020,07,08,11,00,203.5,8,203.5,4,11,00,8,,,410.0,8,2019,07,03,410.0,8,2019,07,03,2017
87301,宮崎県,加久藤（カクトウ）,,2020,07,08,11,00,432.5,8,434.5,4,10,10,8,,,881,8,2006,07,23,881,8,2006,07,23,1976
87331,宮崎県,西都（サイト）,,2020,07,08,11,00,222.0,8,222.0,4,11,00,8,,,574,4,2005,09,06,557,8,2007,07,15,1976
87346,宮崎県,えびの（エビノ）,,2020,07,08,11,00,421.5,8,425.5,4,09,50,8,,,1306,8,2005,09,07,1073,8,2006,07,23,1976
87352,宮崎県,小林（コバヤシ）,,2020,07,08,11,00,239.5,8,241.0,4,10,20,8,,,595,8,2006,07,23,595,8,2006,07,23,2000
87361,宮崎県,野尻（ノジリ）,,2020,07,08,11,00,44.0,4,44.0,4,11,00,8,,,651,4,2006,07,22,651,4,2006,07,22,1976
87371,宮崎県,国富（クニトミ）,,2020,07,08,11,00,226.0,8,226.5,4,10,40,8,,,699,8,2005,09,06,540,8,2006,07,22,1976
87376,宮崎県,宮崎（ミヤザキ）,47830,2020,07,08,11,00,185.0,8,185.5,4,09,40,8,,,620,8,1990,09,30,426.0,8,2019,07,04,1976
87406,宮崎県,田野（タノ）,,2020,07,08,11,00,194.5,8,195.0,4,09,40,8,,,616.5,8,2017,09,17,521.5,8,2019,07,04,2017
87412,宮崎県,赤江（アカエ）,,2020,07,08,11,00,194.0,8,194.5,4,09,50,8,,,512.0,8,2017,09,17,423.0,8,2019,07,04,2003
87426,宮崎県,都城（ミヤコノジョウ）,47829,2020,07,08,11,00,317.5,8,321.5,4,09,20,8,,,784,8,2005,09,07,637.0,8,2019,07,04,1976
87461,宮崎県,深瀬（フカセ）,,2020,07,08,11,00,553.0,8,558.5,4,08,00,8,,,807,8,2005,09,06,622.5,8,2019,07,04,1977
87492,宮崎県,油津（アブラツ）,47835,2020,07,08,11,00,281.0,8,284.0,4,09,10,8,,,544.0,8,2019,07,04,544.0,8,2019,07,04,1976
87501,宮崎県,串間（クシマ）,,2020,07,08,11,00,315.0,8,319.0,4,08,50,8,,,622,8,2005,09,06,484.0,8,2019,07,04,1976
88061,鹿児島県,阿久根（アクネ）,47823,2020,07,08,11,00,282.5,8,286.0,4,08,50,8,,,837,8,2006,07,23,837,8,2006,07,23,1976
88066,鹿児島県,出水（イズミ）,,2020,07,08,11,00,259.0,8,262.5,4,09,20,8,,,584,8,1997,07,11,584,8,1997,07,11,1976
88081,鹿児島県,大口（オオクチ）,,2020,07,08,11,00,448.0,8,451.5,4,09,20,8,,,981,8,2006,07,23,981,8,2006,07,23,1976
88101,鹿児島県,紫尾山（シビサン）,,2020,07,08,11,00,428.5,8,434.5,4,07,50,8,,,1113,8,2006,07,23,1113,8,2006,07,23,1976
88107,鹿児島県,さつま柏原（サツマカシワバル）,,2020,07,08,11,00,350.0,8,352.5,4,09,30,8,,,700,8,2006,07,23,700,8,2006,07,23,1976
88131,鹿児島県,中甑（ナカコシキ）,,2020,07,08,11,00,230.5,8,234.5,4,08,40,8,,,450,8,1976,07,21,450,8,1976,07,21,1976
88151,鹿児島県,川内（センダイ）,,2020,07,08,11,00,229.5,8,231.5,4,09,40,8,,,444.0,8,2010,06,21,427,8,1993,07,04,1977
88166,鹿児島県,溝辺（ミゾベ）,,2020,07,08,11,00,188.0,8,192.0,4,08,40,8,,,645,8,1993,08,02,556.5,8,2019,07,03,1976
88211,鹿児島県,八重山（ヤエヤマ）,,2020,07,08,11,00,220.0,8,222.0,4,08,10,8,,,593.0,8,2019,07,03,593.0,8,2019,07,03,1976
88261,鹿児島県,東市来（ヒガシイチキ）,,2020,07,08,11,00,151.0,8,152.5,4,08,10,8,,,562.0,8,2019,07,03,562.0,8,2019,07,03,1976
88286,鹿児島県,牧之原（マキノハラ）,,2020,07,08,11,00,283.5,8,292.0,4,09,00,8,,,683.0,8,2019,07,03,683.0,8,2019,07,03,1976
88317,鹿児島県,鹿児島（カゴシマ）,47827,2020,07,08,11,00,219.5,8,224.5,4,08,20,8,,,542.0,8,2019,07,03,542.0,8,2019,07,03,1976
88331,鹿児島県,輝北（キホク）,,2020,07,08,11,00,330.5,8,354.0,4,08,50,8,,,701.5,8,2019,07,03,701.5,8,2019,07,03,1977
88341,鹿児島県,大隅（オオスミ）,,2020,07,08,11,00,517.0,8,528.0,4,08,50,8,,,623.0,8,2019,07,04,623.0,8,2019,07,04,1977
88371,鹿児島県,加世田（カセダ）,,2020,07,08,11,00,246.5,8,253.0,4,09,40,8,,,499.5,8,2019,07,04,499.5,8,2019,07,04,1976
88392,鹿児島県,吉ケ別府（ヨシガベップ）,,2020,07,08,11,00,581.5,8,595.5,4,07,50,8,,,692.0,4,2020,07,06,692.0,4,2020,07,06,1977
88406,鹿児島県,志布志（シブシ）,,2020,07,08,11,00,520.5,4,528.0,4,08,30,8,13,0,436,8,1993,08,02,432.5,8,2019,07,04,1976
88432,鹿児島県,喜入（キイレ）,,2020,07,08,11,00,340.0,8,346.5,4,08,30,8,,,491,8,1993,08,02,480.0,8,2019,07,04,1977
88442,鹿児島県,鹿屋（カノヤ）,,2020,07,08,11,00,692.0,8,705.0,4,08,00,8,,,754.0,4,2020,07,06,754.0,4,2020,07,06,1977
88447,鹿児島県,肝付前田（キモツキマエダ）,,2020,07,08,11,00,262.5,8,271.0,4,08,10,8,,,956,8,2005,09,07,480.0,8,2019,07,04,1977
88466,鹿児島県,枕崎（マクラザキ）,47831,2020,07,08,11,00,237.5,8,242.5,4,09,40,8,,,455,8,1993,07,08,455,8,1993,07,08,1976
88486,鹿児島県,指宿（イブスキ）,,2020,07,08,11,00,391.5,8,417.5,4,07,10,8,,,493.5,4,2020,07,06,493.5,4,2020,07,06,1976
88506,鹿児島県,内之浦（ウチノウラ）,,2020,07,08,11,00,300.0,8,312.0,4,08,30,8,,,599.5,8,2015,05,01,540.5,8,2016,07,10,1976
88536,鹿児島県,田代（タシロ）,,2020,07,08,11,00,214.0,8,231.0,4,07,30,8,,,793,8,2005,09,07,425.5,8,2016,07,10,1977
88551,鹿児島県,佐多（サタ）,,2020,07,08,11,00,193.0,8,201.5,4,07,20,8,,,545.5,8,2015,07,22,545.5,8,2015,07,22,1977
88612,鹿児島県,種子島（タネガシマ）,47837,2020,07,08,11,00,56.5,8,85.0,4,01,40,8,,,593,8,1997,09,16,395.0,8,2016,07,10,1976
88621,鹿児島県,中種子（ナカタネ）,,2020,07,08,11,00,55.0,8,73.5,4,00,10,8,,,428.0,8,2010,06,20,324.0,8,2016,07,10,2006
88666,鹿児島県,上中（カミナカ）,,2020,07,08,11,00,50.5,8,98.5,4,00,30,8,,,494.0,8,2018,06,24,476.5,8,2015,07,22,1976
88686,鹿児島県,屋久島（ヤクシマ）,47836,2020,07,08,11,00,108.5,8,143.5,4,00,50,8,,,553,8,1997,09,16,443.5,8,2015,07,22,1976
88706,鹿児島県,尾之間（オノアイダ）,,2020,07,08,11,00,38.0,8,129.0,4,00,10,8,,,620.5,8,2015,07,21,620.5,8,2015,07,21,1976
88736,鹿児島県,中之島（ナカノシマ）,,2020,07,08,11,00,76.0,8,76.0,4,11,00,8,,,672.5,8,2020,06,05,632.5,8,2015,07,21,2002
88746,鹿児島県,平島（タイラジマ）,,2020,07,08,11,00,26.5,8,41.5,4,02,20,8,,,567.5,8,2018,06,24,388.5,8,2016,07,10,2014
88756,鹿児島県,諏訪之瀬島（スワノセジマ）,,2020,07,08,11,00,143.0,8,143.0,4,11,00,8,,,499.0,8,2015,07,21,499.0,8,2015,07,21,2014
88776,鹿児島県,小宝島（コダカラジマ）,,2020,07,08,11,00,13.0,8,13.0,4,11,00,8,,,314.0,8,2019,07,06,314.0,8,2019,07,06,2014
88781,鹿児島県,宝島（タカラジマ）,,2020,07,08,11,00,18.0,8,18.0,4,11,00,8,,,336.0,8,2015,07,21,336.0,8,2015,07,21,2014
88821,鹿児島県,笠利（カサリ）,,2020,07,08,11,00,10.5,8,10.5,4,11,00,8,,,586.0,8,2017,08,07,271.5,8,2010,07,09,2003
88836,鹿児島県,名瀬（ナゼ）,47909,2020,07,08,11,00,7.0,8,7.0,4,11,00,8,,,1012,8,1976,09,12,306,8,2007,07,15,1976
88851,鹿児島県,喜界島（キカイジマ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,544.0,8,2017,09,06,211,8,1983,07,11,1978
88901,鹿児島県,古仁屋（コニヤ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,683,8,1979,09,29,253,4,1977,07,10,1976
88931,鹿児島県,天城（アマギ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,418.0,8,2012,08,29,260.0,8,2018,07,22,2003
88956,鹿児島県,伊仙（イセン）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,660,8,1979,09,29,523,8,2000,07,30,1977
88971,鹿児島県,沖永良部（オキノエラブ）,47942,2020,07,08,11,00,0.0,8,0.0,4,,,,,,629.0,8,2012,08,29,361,8,1992,07,08,1976
88986,鹿児島県,与論島（ヨロンジマ）,,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,642,8,2000,07,31,642,8,2000,07,31,1978
91011,沖縄県,伊是名（イゼナ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,519.5,8,2018,06,17,368,8,2000,07,31,1977
91021,沖縄県,奥（オク）,,2020,07,08,11,00,14.0,8,14.0,4,11,00,8,,,708,8,2000,07,31,708,8,2000,07,31,1976
91046,沖縄県,国頭（クニガミ）,,2020,07,08,11,00,9.0,8,9.0,4,11,00,8,,,607.0,8,2011,08,06,447.0,8,2014,07,11,2005
91066,沖縄県,本部（モトブ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,725.0,8,2011,08,07,346,8,2000,07,31,1981
91081,沖縄県,東（ヒガシ）,,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,463.5,8,2011,08,06,412,8,2000,07,31,1981
91096,沖縄県,粟国（アグニ）,,2020,07,08,11,00,,1,,1,,,,,,422.5,8,2018,06,17,245.5,8,2018,07,04,2003
91107,沖縄県,名護（ナゴ）,47940,2020,07,08,11,00,9.5,8,9.5,4,11,00,8,,,584.5,8,2011,08,06,457.5,8,2014,07,11,1976
91121,沖縄県,読谷（ヨミタン）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,487,8,2005,06,17,405.0,8,2014,07,10,1976
91141,沖縄県,北原（キタハラ）,,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,421.0,8,2018,07,04,421.0,8,2018,07,04,2003
91146,沖縄県,久米島（クメジマ）,47929,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,847,8,2001,09,13,306.0,8,2018,07,04,1977
91151,沖縄県,渡名喜（トナキ）,,2020,07,08,11,00,6.5,8,6.5,4,11,00,8,,,270.5,8,2018,07,04,270.5,8,2018,07,04,2014
91161,沖縄県,胡屋（ゴヤ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,503,8,2005,06,17,372.0,8,2014,07,10,1976
91166,沖縄県,宮城島（ミヤギジマ）,,2020,07,08,11,00,2.5,8,2.5,4,11,00,8,,,370.5,8,2010,05,17,167.0,8,2015,07,12,2007
91181,沖縄県,渡嘉敷（トカシキ）,,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,620,8,2001,09,14,288,8,2007,07,15,1977
91197,沖縄県,那覇（ナハ）,47936,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,578,8,2005,06,17,408.5,8,2014,07,10,1976
91236,沖縄県,安次嶺（アシミネ）,,2020,07,08,11,00,1.5,8,1.5,4,11,00,8,,,553,4,2005,06,17,370.5,8,2014,07,10,2003
91241,沖縄県,糸数（イトカズ）,,2020,07,08,11,00,12.0,8,12.0,4,11,00,8,,,457,8,2005,06,17,258,8,2000,07,31,1976
92006,沖縄県,北大東（キタダイトウ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,364.5,8,2011,09,20,125.5,8,2015,07,21,2003
92011,沖縄県,南大東（ミナミダイトウ）（南大東島（ミナミダイトウジマ））,47945,2020,07,08,11,00,0.0,8,0.0,4,,,,,,408,8,1996,09,21,305,8,1999,07,28,1979
92012,沖縄県,旧東（キュウトウ）,,2020,07,08,11,00,0.0,8,3.0,4,01,10,8,,,418.5,8,2011,09,19,154.0,8,2016,07,09,2003
93012,沖縄県,下地島（シモジシマ）,,2020,07,08,11,00,2.0,8,2.0,4,11,00,8,,,627,4,2003,09,13,212.0,8,2019,07,20,2003
93041,沖縄県,宮古島（ミヤコジマ）,47927,2020,07,08,11,00,2.0,8,2.0,4,11,00,8,,,518.0,8,2017,09,14,310.0,8,2018,07,07,1977
93042,沖縄県,鏡原（カガミハラ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,420.0,8,2017,09,14,290.0,8,2018,07,07,2003
93051,沖縄県,城辺（グスクベ）,,2020,07,08,11,00,4.0,8,4.0,4,11,00,8,,,567.0,8,2017,09,16,417.0,8,2018,07,07,1978
93062,沖縄県,仲筋（ナカスジ）,,2020,07,08,11,00,4.5,8,4.5,4,11,00,8,,,576.5,8,2012,09,30,218.0,8,2019,07,21,2003
94001,沖縄県,伊原間（イバルマ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,486,8,1978,09,13,327,8,1981,07,23,1977
94011,沖縄県,所野（トコロノ）,,2020,07,08,11,00,2.5,8,2.5,4,11,00,8,,,795.0,8,2008,09,16,347,8,2005,07,20,2003
94017,沖縄県,与那国島（ヨナグニジマ）,47912,2020,07,08,11,00,0.0,8,0.0,4,,,,,,983.5,8,2008,09,16,433,8,2005,07,20,1978
94036,沖縄県,川平（カビラ）,,2020,07,08,11,00,6.5,8,6.5,4,11,00,8,,,683.0,8,2008,09,14,370,8,2005,07,19,1978
94062,沖縄県,西表島（イリオモテジマ）,47917,2020,07,08,11,00,0.0,8,0.0,4,,,,,,432,8,2005,07,20,432,8,2005,07,20,2003
94081,沖縄県,石垣島（イシガキジマ）,47918,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,590.5,8,2010,10,23,412,8,1981,07,23,1977
94086,沖縄県,盛山（モリヤマ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,408.0,8,2020,06,09,267.5,8,2018,07,07,2013
94101,沖縄県,大原（オオハラ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,461,4,1985,08,25,291,8,2005,07,20,1978
94116,沖縄県,波照間（ハテルマ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,439,8,2000,03,12,322,8,1981,07,23,1979
