観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの7月の1位の値(mm),昨日までの7月の1位の値の品質情報,昨日までの7月の1位の値の年,昨日までの7月の1位の値の月,昨日までの7月の1位の値の日,統計開始年
57026,福井県,春江（ハルエ）,,2020,07,08,11,00,77.5,8,77.5,4,11,00,8,,,370,8,2006,07,19,370,8,2006,07,19,2003
57051,福井県,越廼（コシノ）,,2020,07,08,11,00,61.5,8,61.5,4,11,00,8,,,343,8,2006,07,19,343,8,2006,07,19,1978
57066,福井県,福井（フクイ）,47616,2020,07,08,11,00,87.5,8,87.5,4,11,00,8,,,388,8,2006,07,19,388,8,2006,07,19,1976
57071,福井県,美山（ミヤマ）,,2020,07,08,11,00,88.0,8,88.0,4,11,00,8,,,406,8,2006,07,19,406,8,2006,07,19,1976
57082,福井県,勝山（カツヤマ）,,2020,07,08,11,00,110.5,8,110.5,4,11,00,8,,,438,8,2006,07,19,438,8,2006,07,19,1993
57106,福井県,武生（タケフ）,,2020,07,08,11,00,60.5,8,60.5,4,11,00,8,,,351,8,2006,07,19,351,8,2006,07,19,2005
57121,福井県,大野（オオノ）,,2020,07,08,11,00,87.5,8,87.5,4,11,00,8,,,385,8,2006,07,19,385,8,2006,07,19,1976
57176,福井県,九頭竜（クズリュウ）,,2020,07,08,11,00,192.0,8,192.0,4,11,00,8,,,379,8,1989,09,06,366,8,2006,07,19,1982
57206,福井県,今庄（イマジョウ）,,2020,07,08,11,00,109.0,8,109.0,4,11,00,8,,,294,8,2006,07,19,294,8,2006,07,19,1976
57248,福井県,敦賀（ツルガ）,47631,2020,07,08,11,00,104.0,8,104.0,4,11,00,8,,,244,8,1976,09,11,224.0,8,2018,07,08,1976
57286,福井県,美浜（ミハマ）,,2020,07,08,11,00,82.0,8,82.0,4,11,00,8,,,367,8,1999,08,17,219,8,2006,07,19,1976
57311,福井県,大飯（オオイ）,,2020,07,08,11,00,47.0,8,47.0,4,11,00,8,,,402.0,8,2011,05,30,322.5,8,2018,07,08,1995
57317,福井県,小浜（オバマ）,,2020,07,08,11,00,75.5,8,75.5,4,11,00,8,,,413.5,8,2013,09,18,218,8,1995,07,06,1976
60026,滋賀県,柳ケ瀬（ヤナガセ）,,2020,07,08,11,00,243.0,8,243.0,4,11,00,8,,,387.5,8,2018,07,07,387.5,8,2018,07,07,1976
60051,滋賀県,今津（イマヅ）,,2020,07,08,11,00,154.0,8,154.0,4,11,00,8,,,383.0,8,2018,07,08,383.0,8,2018,07,08,1976
60061,滋賀県,長浜（ナガハマ）,,2020,07,08,11,00,165.5,8,165.5,4,11,00,8,,,304.0,8,2018,07,08,304.0,8,2018,07,08,1976
60081,滋賀県,朽木平良（クツキヘラ）,,2020,07,08,11,00,147.5,8,147.5,4,11,00,8,,,494.5,8,2013,09,18,486.5,8,2011,07,21,2006
60102,滋賀県,米原（マイバラ）,,2020,07,08,11,00,172.0,8,172.0,4,11,00,8,,,329.5,8,2018,07,08,329.5,8,2018,07,08,2001
60116,滋賀県,南小松（ミナミコマツ）,,2020,07,08,11,00,230.5,8,230.5,4,11,00,8,,,394.5,8,2018,07,08,394.5,8,2018,07,08,1976
60131,滋賀県,彦根（ヒコネ）,47761,2020,07,08,11,00,94.5,8,94.5,4,11,00,8,,,274.0,8,2018,07,08,274.0,8,2018,07,08,1976
60161,滋賀県,近江八幡（オウミハチマン）,,2020,07,08,11,00,85.0,8,85.0,4,11,00,8,,,298,8,1996,08,30,206,8,2006,07,19,1976
60196,滋賀県,東近江（ヒガシオウミ）,,2020,07,08,11,00,76.5,8,76.5,4,11,00,8,,,251.0,8,2017,10,23,228,8,1997,07,13,1976
60216,滋賀県,大津（オオツ）,,2020,07,08,11,00,78.0,8,78.0,4,11,00,8,,,328.0,8,2013,09,18,260.0,8,2018,07,07,1977
60226,滋賀県,信楽（シガラキ）,,2020,07,08,11,00,93.0,8,93.0,4,11,00,8,,,332.0,8,2013,09,18,279,8,1995,07,06,1976
60236,滋賀県,土山（ツチヤマ）,,2020,07,08,11,00,88.5,8,88.5,4,11,00,8,,,364.5,8,2013,09,18,252.5,8,2011,07,21,1976
61001,京都府,間人（タイザ）,,2020,07,08,11,00,46.5,8,47.0,4,06,50,8,,,317,8,2006,07,19,317,8,2006,07,19,1976
61031,京都府,峰山（ミネヤマ）,,2020,07,08,11,00,51.0,8,51.0,4,11,00,8,,,355.0,8,2018,07,08,355.0,8,2018,07,08,1976
61076,京都府,宮津（ミヤヅ）,,2020,07,08,11,00,51.5,8,51.5,4,11,00,8,,,466.0,8,2018,07,08,466.0,8,2018,07,08,1976
61096,京都府,坂浦（サカウラ）,,2020,07,08,11,00,64.0,8,64.0,4,11,00,8,,,522.0,8,2018,07,08,522.0,8,2018,07,08,2013
61111,京都府,舞鶴（マイヅル）,47750,2020,07,08,11,00,54.0,8,54.0,4,11,00,8,,,438.5,8,2018,07,08,438.5,8,2018,07,08,1976
61151,京都府,睦寄（ムツヨリ）,,2020,07,08,11,00,65.0,8,65.5,4,07,00,8,,,410.0,8,2017,10,25,346.0,8,2018,07,08,1977
61187,京都府,福知山（フクチヤマ）,,2020,07,08,11,00,52.0,8,52.0,4,11,00,8,,,439.5,8,2018,07,08,439.5,8,2018,07,08,1976
61191,京都府,綾部（アヤベ）,,2020,07,08,11,00,63.0,8,64.0,4,07,20,8,,,376.0,8,2018,07,08,376.0,8,2018,07,08,1982
61192,京都府,三和（ミワ）,,2020,07,08,11,00,59.0,8,59.0,4,11,00,8,,,319.5,8,2018,07,08,319.5,8,2018,07,08,1982
61201,京都府,本庄（ホンジョウ）,,2020,07,08,11,00,90.5,8,90.5,4,11,00,8,,,325.0,8,2018,07,08,325.0,8,2018,07,08,1976
61206,京都府,美山（ミヤマ）,,2020,07,08,11,00,147.5,8,147.5,4,11,00,8,,,349.0,4,2018,07,08,349.0,4,2018,07,08,1978
61241,京都府,須知（シュウチ）,,2020,07,08,11,00,91.5,8,91.5,4,11,00,8,,,344.5,8,2018,07,08,344.5,8,2018,07,08,1982
61242,京都府,園部（ソノベ）,,2020,07,08,11,00,101.5,8,101.5,4,11,00,8,,,336.5,8,2018,07,08,336.5,8,2018,07,08,2002
61251,京都府,京北（ケイホク）,,2020,07,08,11,00,132.5,8,132.5,4,11,00,8,,,466.0,8,2018,07,08,466.0,8,2018,07,08,1976
61286,京都府,京都（キョウト）,47759,2020,07,08,11,00,131.0,8,131.0,4,11,00,8,,,391,8,1998,10,18,320.5,8,2018,07,07,1976
61306,京都府,長岡京（ナガオカキョウ）,,2020,07,08,11,00,152.0,8,152.0,4,11,00,8,,,387.0,8,2018,07,08,387.0,8,2018,07,08,1976
61326,京都府,京田辺（キョウタナベ）,,2020,07,08,11,00,111.5,8,111.5,4,11,00,8,,,303,8,1995,07,06,303,8,1995,07,06,1976
62016,大阪府,能勢（ノセ）,,2020,07,08,11,00,157.0,8,157.0,4,11,00,8,,,498.0,8,2018,07,08,498.0,8,2018,07,08,1976
62037,大阪府,茨木（イバラキ）,,2020,07,08,11,00,117.0,8,117.0,4,11,00,8,,,372.0,8,2018,07,08,372.0,8,2018,07,08,2009
62046,大阪府,枚方（ヒラカタ）,,2020,07,08,11,00,107.0,8,107.0,4,11,00,8,,,311.5,8,2013,09,18,309.0,8,2018,07,07,1976
62051,大阪府,豊中（トヨナカ）,,2020,07,08,11,00,129.5,8,129.5,4,11,00,8,,,370.5,8,2018,07,08,370.5,8,2018,07,08,1976
62078,大阪府,大阪（オオサカ）,47772,2020,07,08,11,00,117.0,8,117.0,4,11,00,8,,,283,8,1995,07,06,283,8,1995,07,06,1976
62081,大阪府,生駒山（イコマヤマ）,,2020,07,08,11,00,100.5,8,100.5,4,11,00,8,,,346,8,1999,08,13,274,8,1995,07,06,1976
62091,大阪府,堺（サカイ）,,2020,07,08,11,00,77.5,8,77.5,4,11,00,8,,,309,8,1982,08,03,266.5,8,2018,07,08,1976
62096,大阪府,八尾（ヤオ）,,2020,07,08,11,00,86.0,8,86.5,4,08,40,8,,,241.5,8,2018,07,08,241.5,8,2018,07,08,2003
62101,大阪府,関空島（カンクウジマ）,,2020,07,08,11,00,106.5,8,106.5,4,11,00,8,,,280.0,8,2017,10,23,243.5,8,2018,07,07,2003
62111,大阪府,河内長野（カワチナガノ）,,2020,07,08,11,00,103.0,8,103.5,4,09,00,8,,,414,8,1982,08,03,256,8,1995,07,06,1976
62131,大阪府,熊取（クマトリ）,,2020,07,08,11,00,106.0,8,106.0,4,11,00,8,,,342.5,8,2017,10,23,249,8,1979,07,01,1976
63016,兵庫県,香住（カスミ）,,2020,07,08,11,00,55.0,8,56.0,4,05,20,8,,,439,4,1990,09,20,384,8,2006,07,18,1976
63032,兵庫県,温泉（オンセン）,,2020,07,08,11,00,59.0,8,60.0,4,04,50,8,,,335.0,8,2018,07,08,335.0,8,2018,07,08,2006
63051,兵庫県,豊岡（トヨオカ）,47747,2020,07,08,11,00,45.0,8,45.0,4,11,00,8,,,422,8,1990,09,20,357.5,8,2018,07,08,1976
63071,兵庫県,兎和野高原（ウワノコウゲン）,,2020,07,08,11,00,54.0,8,54.0,4,11,00,8,,,375.5,8,2018,07,08,375.5,8,2018,07,08,2005
63111,兵庫県,大屋（オオヤ）,,2020,07,08,11,00,57.0,8,57.0,4,11,00,8,,,474,8,1976,09,12,473.0,8,2018,07,08,1976
63116,兵庫県,八鹿（ヨウカ）,,2020,07,08,11,00,55.0,8,55.0,4,11,00,8,,,432.5,8,2018,07,08,432.5,8,2018,07,08,2005
63121,兵庫県,和田山（ワダヤマ）,,2020,07,08,11,00,55.5,8,55.5,4,11,00,8,,,408.5,8,2018,07,08,408.5,8,2018,07,08,1976
63201,兵庫県,生野（イクノ）,,2020,07,08,11,00,104.5,8,104.5,4,11,00,8,,,669,4,1976,09,12,441.5,8,2018,07,08,1976
63216,兵庫県,柏原（カイバラ）,,2020,07,08,11,00,67.0,8,67.0,4,11,00,8,,,363.0,8,2013,09,04,343.0,8,2018,07,08,1976
63241,兵庫県,佐用（サヨウ）,,2020,07,08,11,00,88.5,8,88.5,4,11,00,8,,,349.5,8,2009,08,11,312.0,8,2018,07,08,1976
63251,兵庫県,一宮（イチノミヤ）,,2020,07,08,11,00,119.0,8,119.0,4,11,00,8,,,472,8,1976,09,12,392.5,8,2018,07,08,1976
63321,兵庫県,福崎（フクサキ）,,2020,07,08,11,00,89.0,8,89.0,4,11,00,8,,,391,8,1976,09,11,266.0,8,2018,07,08,1976
63331,兵庫県,西脇（ニシワキ）,,2020,07,08,11,00,105.5,8,105.5,4,11,00,8,,,331.5,8,2018,07,08,331.5,8,2018,07,08,1976
63346,兵庫県,後川（シツカワ）,,2020,07,08,11,00,156.5,8,156.5,4,11,00,8,,,506.5,8,2018,07,08,506.5,8,2018,07,08,1976
63366,兵庫県,上郡（カミゴオリ）,,2020,07,08,11,00,85.0,8,85.0,4,11,00,8,,,666,8,1976,09,12,291.0,8,2018,07,08,1976
63383,兵庫県,姫路（ヒメジ）,47769,2020,07,08,11,00,88.0,8,88.0,4,11,00,8,,,507,8,1976,09,11,298.0,8,2018,07,08,1976
63411,兵庫県,三田（サンダ）,,2020,07,08,11,00,82.0,8,82.0,4,11,00,8,,,384.0,8,2018,07,08,384.0,8,2018,07,08,1976
63461,兵庫県,三木（ミキ）,,2020,07,08,11,00,116.0,8,116.0,4,11,00,8,,,399.5,8,2018,07,08,399.5,8,2018,07,08,1977
63477,兵庫県,西宮（ニシノミヤ）,,2020,07,08,11,00,156.5,8,156.5,4,11,00,8,,,449.0,8,2018,07,08,449.0,8,2018,07,08,2006
63491,兵庫県,家島（イエシマ）,,2020,07,08,11,00,78.5,8,78.5,4,11,00,8,,,903,4,1976,09,12,203.0,8,2018,07,08,1976
63496,兵庫県,明石（アカシ）,,2020,07,08,11,00,103.5,8,103.5,4,11,00,8,,,331.5,8,2011,09,04,302.0,8,2018,07,08,1992
63517,兵庫県,神戸空港（コウベクウコウ）,,2020,07,08,11,00,91.5,8,91.5,4,11,00,8,,,342.0,8,2018,07,07,342.0,8,2018,07,07,2006
63518,兵庫県,神戸（コウベ）,47770,2020,07,08,11,00,147.5,8,147.5,4,11,00,8,,,435.0,8,2018,07,08,435.0,8,2018,07,08,1999
63551,兵庫県,郡家（グンゲ）,,2020,07,08,11,00,77.5,8,77.5,4,11,00,8,,,444.0,8,2011,09,22,297.0,8,2018,07,08,1976
63571,兵庫県,洲本（スモト）,47776,2020,07,08,11,00,97.5,8,97.5,4,11,00,8,,,399.5,8,2018,07,07,399.5,8,2018,07,07,2017
63588,兵庫県,南淡（ナンダン）,,2020,07,08,11,00,85.0,8,85.0,4,11,00,8,,,341.0,8,2011,09,21,320.5,8,2018,07,07,2004
64036,奈良県,奈良（ナラ）,47780,2020,07,08,11,00,112.5,8,112.5,4,11,00,8,,,342,8,1982,08,03,251.5,8,2018,07,07,1976
64041,奈良県,針（ハリ）,,2020,07,08,11,00,164.0,8,164.0,4,11,00,8,,,412,8,1982,08,03,201,8,1995,07,06,1976
64056,奈良県,田原本（タワラモト）,,2020,07,08,11,00,120.0,8,120.0,4,11,00,8,,,348,8,1982,08,03,194,8,1995,07,06,1976
64076,奈良県,曽爾（ソニ）,,2020,07,08,11,00,88.5,8,88.5,4,11,00,8,,,695.0,8,2011,09,04,433.0,8,2011,07,20,1976
64091,奈良県,葛城（カツラギ）,,2020,07,08,11,00,120.5,8,120.5,4,11,00,8,,,413,8,1982,08,03,227,8,1995,07,06,1981
64101,奈良県,大宇陀（オオウダ）,,2020,07,08,11,00,118.0,8,118.0,4,11,00,8,,,415,8,1982,08,03,193,8,1997,07,29,1976
64127,奈良県,五條（ゴジョウ）,,2020,07,08,11,00,133.5,8,133.5,4,11,00,8,,,325.5,8,2017,10,23,144.5,8,2010,07,16,2005
64136,奈良県,吉野（ヨシノ）,,2020,07,08,11,00,116.0,8,116.0,4,11,00,8,,,501.0,8,2011,09,04,255.5,8,2011,07,21,1991
64161,奈良県,天川（テンカワ）,,2020,07,08,11,00,161.5,8,161.5,4,11,00,8,,,982.0,8,2011,09,04,496.0,8,2011,07,20,2010
64206,奈良県,上北山（カミキタヤマ）,,2020,07,08,11,00,204.5,8,204.5,4,11,00,8,,,1652.5,8,2011,09,04,863.0,8,2011,07,20,1976
64227,奈良県,風屋（カゼヤ）,,2020,07,08,11,00,325.5,8,325.5,4,11,00,8,,,1303.0,8,2011,09,04,550,8,1997,07,28,1977
64236,奈良県,下北山（シモキタヤマ）,,2020,07,08,11,00,280.0,8,280.0,4,11,00,8,,,558.0,8,2015,07,18,558.0,8,2015,07,18,2014
64261,奈良県,玉置山（タマキヤマ）,,2020,07,08,11,00,334.0,8,334.0,4,11,00,8,,,983.0,8,2011,09,04,569.0,8,2011,07,20,1976
65021,和歌山県,葛城山（カツラギサン）,,2020,07,08,11,00,171.5,8,172.0,4,08,50,8,,,383,8,1979,06,30,269,8,1979,07,01,1976
65026,和歌山県,かつらぎ（カツラギ）,,2020,07,08,11,00,144.0,8,144.0,4,11,00,8,,,331.0,8,2011,09,04,241,8,1995,07,05,1979
65036,和歌山県,友ケ島（トモガシマ）,,2020,07,08,11,00,112.0,8,112.0,4,11,00,8,,,320,8,2000,09,13,245.5,8,2018,07,07,1998
65042,和歌山県,和歌山（ワカヤマ）,47777,2020,07,08,11,00,146.5,8,146.5,4,11,00,8,,,423,8,2000,09,14,400.0,8,2018,07,07,1976
65061,和歌山県,高野山（コウヤサン）,,2020,07,08,11,00,217.0,8,217.0,4,11,00,8,,,582.5,8,2011,09,04,275,8,1995,07,05,1976
65106,和歌山県,湯浅（ユアサ）,,2020,07,08,11,00,168.0,8,168.0,4,11,00,8,,,423.0,8,2015,07,19,423.0,8,2015,07,19,1976
65121,和歌山県,清水（シミズ）,,2020,07,08,11,00,364.5,8,364.5,4,11,00,8,,,545.5,8,2011,09,04,383,8,1986,07,15,1976
65127,和歌山県,護摩壇山（ゴマダンザン）,,2020,07,08,11,00,604.0,8,604.0,4,11,00,8,7,0,767.5,8,2011,09,04,433.0,8,2018,07,06,2010
65162,和歌山県,龍神（リュウジン）,,2020,07,08,11,00,529.5,8,529.5,4,11,00,8,,,1019.5,8,2011,09,04,679.5,8,2011,07,21,1994
65201,和歌山県,川辺（カワベ）,,2020,07,08,11,00,170.0,8,170.0,4,11,00,8,,,415.0,8,2015,07,18,415.0,8,2015,07,18,1999
65226,和歌山県,本宮（ホングウ）,,2020,07,08,11,00,388.5,8,388.5,4,11,00,8,,,1098.0,4,2011,09,03,648.5,8,2011,07,20,1976
65256,和歌山県,栗栖川（クリスガワ）,,2020,07,08,11,00,290.0,8,290.0,4,11,00,8,,,934.5,8,2011,09,04,441.5,8,2011,07,21,1976
65276,和歌山県,新宮（シングウ）,,2020,07,08,11,00,155.5,8,155.5,4,11,00,8,,,893.5,8,2017,10,23,415,8,1982,07,26,1976
65288,和歌山県,南紀白浜（ナンキシラハマ）,,2020,07,08,11,00,124.5,8,124.5,4,11,00,8,,,551.5,8,2011,09,04,285.0,8,2011,07,21,2006
65306,和歌山県,西川（ニシカワ）,,2020,07,08,11,00,252.0,8,252.0,4,11,00,8,,,1114.0,4,2011,09,05,785.0,8,2011,07,20,1979
65311,和歌山県,色川（イロカワ）,,2020,07,08,11,00,303.0,8,303.0,4,11,00,8,,,1090.5,8,2011,09,04,638.5,8,2011,07,21,1977
65321,和歌山県,日置川（ヒキガワ）,,2020,07,08,11,00,170.0,8,170.0,4,11,00,8,,,834.0,8,2011,09,04,497,8,1982,07,27,1976
65356,和歌山県,潮岬（シオノミサキ）,47778,2020,07,08,11,00,125.5,8,125.5,4,11,00,8,,,608.0,8,2014,08,04,389,8,1998,07,19,1976
66046,岡山県,上長田（カミナガタ）,,2020,07,08,11,00,77.5,8,77.5,4,11,00,8,,,441,8,1990,09,20,365.5,8,2018,07,08,1978
66056,岡山県,恩原（オンバラ）,,2020,07,08,11,00,87.0,8,87.0,4,11,00,8,,,446.5,8,2018,07,08,446.5,8,2018,07,08,1981
66091,岡山県,千屋（チヤ）,,2020,07,08,11,00,118.0,8,118.0,4,11,00,8,,,408.5,8,2018,07,08,408.5,8,2018,07,08,1978
66112,岡山県,富（トミ）,,2020,07,08,11,00,143.5,8,143.5,4,11,00,8,,,458.0,8,2018,07,08,458.0,8,2018,07,08,2006
66127,岡山県,奈義（ナギ）,,2020,07,08,11,00,118.5,8,118.5,4,11,00,8,,,400.0,8,2018,07,08,400.0,8,2018,07,08,1977
66136,岡山県,今岡（イマオカ）,,2020,07,08,11,00,110.5,8,110.5,4,11,00,8,,,463,8,1976,09,12,371.0,8,2018,07,08,1976
66171,岡山県,久世（クセ）,,2020,07,08,11,00,111.5,8,111.5,4,11,00,8,,,416.0,8,2018,07,08,416.0,8,2018,07,08,1976
66186,岡山県,津山（ツヤマ）,47756,2020,07,08,11,00,106.5,8,106.5,4,11,00,8,,,428.5,8,2018,07,08,428.5,8,2018,07,08,1976
66221,岡山県,新見（ニイミ）,,2020,07,08,11,00,123.5,8,123.5,4,11,00,8,,,431.5,8,2018,07,08,431.5,8,2018,07,08,1978
66226,岡山県,下呰部（シモアザエ）,,2020,07,08,11,00,110.0,8,110.0,4,11,00,8,,,405.0,8,2018,07,08,405.0,8,2018,07,08,1976
66237,岡山県,旭西（アサヒニシ）,,2020,07,08,11,00,99.0,8,99.0,4,11,00,8,,,366.0,8,2018,07,08,366.0,8,2018,07,08,2010
66251,岡山県,赤磐（アカイワ）,,2020,07,08,11,00,87.0,8,87.0,4,11,00,8,,,466,8,1976,09,12,280.0,8,2018,07,08,1976
66276,岡山県,陣山（ジンヤマ）,,2020,07,08,11,00,100.0,8,100.0,4,11,00,8,,,365.5,8,2018,07,08,365.5,8,2018,07,08,1976
66287,岡山県,吉備中央（キビチュウオウ）,,2020,07,08,11,00,98.5,8,98.5,4,11,00,8,,,344.0,8,2018,07,08,344.0,8,2018,07,08,2006
66296,岡山県,福渡（フクワタリ）,,2020,07,08,11,00,100.5,8,100.5,4,11,00,8,,,356,8,1976,09,12,312.0,8,2018,07,08,1976
66306,岡山県,和気（ワケ）,,2020,07,08,11,00,92.5,8,92.5,4,11,00,8,,,619,8,1976,09,12,284.0,8,2018,07,08,1976
66336,岡山県,高梁（タカハシ）,,2020,07,08,11,00,97.0,8,97.0,4,11,00,8,,,353,8,1976,09,13,342.0,8,2018,07,08,1976
66346,岡山県,日応寺（ニチオウジ）,,2020,07,08,11,00,103.5,8,103.5,4,11,00,8,,,269.5,4,2018,07,08,269.5,4,2018,07,08,2003
66381,岡山県,佐屋（サヤ）,,2020,07,08,11,00,128.5,8,128.5,4,11,00,8,,,399.5,8,2018,07,08,399.5,8,2018,07,08,1976
66391,岡山県,矢掛（ヤカゲ）,,2020,07,08,11,00,111.0,8,111.0,4,11,00,8,,,370,8,1976,09,12,293.5,8,2018,07,08,1976
66408,岡山県,岡山（オカヤマ）,47768,2020,07,08,11,00,108.0,8,108.0,4,11,00,8,,,325,8,1976,09,12,311.0,8,2018,07,08,1976
66421,岡山県,虫明（ムシアゲ）,,2020,07,08,11,00,96.0,8,96.0,4,11,00,8,,,716,8,1976,09,12,283.5,8,2018,07,08,1976
66446,岡山県,倉敷（クラシキ）,,2020,07,08,11,00,116.0,8,116.0,4,11,00,8,,,292,4,1976,09,12,276.5,8,2018,07,08,1976
66481,岡山県,笠岡（カサオカ）,,2020,07,08,11,00,146.0,8,146.0,4,11,00,8,,,362.0,8,2018,07,08,362.0,8,2018,07,08,1976
66501,岡山県,玉野（タマノ）,,2020,07,08,11,00,121.0,8,121.0,4,11,00,8,,,330.5,8,2018,07,08,330.5,8,2018,07,08,1976
67016,広島県,高野（タカノ）,,2020,07,08,11,00,124.5,8,124.5,4,11,00,8,,,387,8,2006,07,19,387,8,2006,07,19,1976
67026,広島県,道後山（ドウゴヤマ）,,2020,07,08,11,00,174.0,8,174.0,4,11,00,8,,,397.0,8,2011,09,05,384.5,8,2018,07,08,2006
67052,広島県,君田（キミタ）,,2020,07,08,11,00,179.0,8,179.0,4,11,00,8,,,307.5,8,2018,07,08,307.5,8,2018,07,08,2006
67106,広島県,三次（ミヨシ）,,2020,07,08,11,00,142.5,8,142.5,4,11,00,8,,,358.5,8,2018,07,08,358.5,8,2018,07,08,1976
67116,広島県,庄原（ショウバラ）,,2020,07,08,11,00,147.0,8,147.0,4,11,00,8,,,402.0,8,2018,07,08,402.0,8,2018,07,08,1976
67126,広島県,東城（トウジョウ）,,2020,07,08,11,00,125.0,8,125.0,4,11,00,8,,,398.0,8,2018,07,08,398.0,8,2018,07,08,1976
67136,広島県,八幡（ヤワタ）,,2020,07,08,11,00,128.0,8,128.0,4,11,00,8,,,554,8,1997,07,29,554,8,1997,07,29,1978
67151,広島県,大朝（オオアサ）,,2020,07,08,11,00,129.0,8,129.0,4,11,00,8,,,380,8,1983,07,23,380,8,1983,07,23,1976
67161,広島県,美土里（ミドリ）,,2020,07,08,11,00,153.5,8,154.0,4,03,10,8,,,332.0,8,2018,07,08,332.0,8,2018,07,08,2006
67191,広島県,油木（ユキ）,,2020,07,08,11,00,126.0,8,126.0,4,11,00,8,,,401.5,8,2018,07,08,401.5,8,2018,07,08,1978
67211,広島県,王泊（オオドマリ）,,2020,07,08,11,00,122.5,8,122.5,4,11,00,8,,,358,8,1983,07,23,358,8,1983,07,23,1978
67212,広島県,加計（カケ）,,2020,07,08,11,00,149.0,8,149.0,4,11,00,8,,,392,8,1985,06,25,353.5,8,2010,07,15,1976
67217,広島県,都志見（ツシミ）,,2020,07,08,11,00,177.0,8,177.0,4,11,00,8,,,402.5,8,2010,07,15,402.5,8,2010,07,15,2006
67231,広島県,甲田（コウダ）,,2020,07,08,11,00,144.5,8,144.5,4,11,00,8,,,432.5,8,2018,07,08,432.5,8,2018,07,08,1976
67251,広島県,上下（ジョウゲ）,,2020,07,08,11,00,129.5,8,129.5,4,11,00,8,,,380.5,8,2018,07,08,380.5,8,2018,07,08,1976
67271,広島県,内黒山（ウチグロヤマ）,,2020,07,08,11,00,152.0,8,152.0,4,11,00,8,,,408,8,2005,09,07,406.5,8,2010,07,15,1976
67292,広島県,三入（ミイリ）,,2020,07,08,11,00,232.0,8,232.0,4,11,00,8,,,430,8,1985,06,25,393.5,8,2018,07,08,1976
67306,広島県,安宿（アスカ）,,2020,07,08,11,00,195.5,8,195.5,4,11,00,8,,,410.5,8,2018,07,08,410.5,8,2018,07,08,2010
67316,広島県,世羅（セラ）,,2020,07,08,11,00,138.5,8,138.5,4,11,00,8,,,406.0,8,2018,07,08,406.0,8,2018,07,08,1976
67326,広島県,府中（フチュウ）,,2020,07,08,11,00,154.0,8,154.0,4,11,00,8,,,378.0,8,2018,07,08,378.0,8,2018,07,08,1976
67351,広島県,佐伯湯来（サエキユキ）,,2020,07,08,11,00,146.0,8,146.0,4,11,00,8,,,323.5,8,2018,07,08,323.5,8,2018,07,08,2006
67371,広島県,志和（シワ）,,2020,07,08,11,00,278.0,8,278.0,4,11,00,8,,,459.5,8,2018,07,08,459.5,8,2018,07,08,1977
67376,広島県,東広島（ヒガシヒロシマ）,,2020,07,08,11,00,207.5,8,207.5,4,11,00,8,,,415.5,8,2018,07,08,415.5,8,2018,07,08,1976
67386,広島県,本郷（ホンゴウ）,,2020,07,08,11,00,187.5,8,187.5,4,11,00,8,,,471.0,8,2018,07,08,471.0,8,2018,07,08,2003
67401,広島県,福山（フクヤマ）,47767,2020,07,08,11,00,145.0,8,145.0,4,11,00,8,,,392.5,8,2018,07,08,392.5,8,2018,07,08,1976
67421,広島県,廿日市津田（ハツカイチツタ）,,2020,07,08,11,00,264.5,8,264.5,4,11,00,8,,,395,8,2005,09,07,364.0,8,2018,07,08,1978
67437,広島県,広島（ヒロシマ）,47765,2020,07,08,11,00,320.0,8,320.0,4,11,00,8,,,444.0,8,2018,07,08,444.0,8,2018,07,08,1976
67461,広島県,竹原（タケハラ）,,2020,07,08,11,00,179.0,8,179.0,4,11,00,8,,,455.5,8,2018,07,08,455.5,8,2018,07,08,1976
67471,広島県,生口島（イクチジマ）,,2020,07,08,11,00,164.5,8,164.5,4,11,00,8,,,385.0,8,2018,07,08,385.0,8,2018,07,08,1976
67496,広島県,大竹（オオタケ）,,2020,07,08,11,00,240.0,8,240.0,4,11,00,8,,,395.5,8,2018,07,08,395.5,8,2018,07,08,1976
67511,広島県,呉（クレ）,47766,2020,07,08,11,00,200.5,8,200.5,4,11,00,8,,,465.0,8,2018,07,08,465.0,8,2018,07,08,1976
67566,広島県,倉橋（クラハシ）,,2020,07,08,11,00,227.5,8,227.5,4,11,00,8,,,456.5,8,2018,07,08,456.5,8,2018,07,08,1976
67576,広島県,呉市蒲刈（クレシカマガリ）,,2020,07,08,11,00,240.5,8,240.5,4,11,00,8,,,498.0,8,2018,07,08,498.0,8,2018,07,08,2009
68022,島根県,西郷（サイゴウ）,47740,2020,07,08,11,00,9.5,8,9.5,4,11,00,8,,,380,8,2006,07,18,380,8,2006,07,18,1976
68046,島根県,西郷岬（サイゴウミサキ）,,2020,07,08,11,00,7.5,8,7.5,4,11,00,8,,,397,8,2006,07,18,397,8,2006,07,18,2003
68056,島根県,海士（アマ）,,2020,07,08,11,00,13.0,8,13.0,4,11,00,8,,,415,8,2006,07,18,415,8,2006,07,18,1978
